ticket_id,customer_id,ticket_text,category_tag,resolution_time_hours,created_date
ST-005374,CUST-418559,"Not gonna lie, the pairing drops the connection. Also, the charging won't hold a charge. Please fix this. smh",,14.28,2025-10-08
ST-005375,CUST-508374,"Three weeks in, the charge won't hold a charge... Hope the next patch sorts it out.",,10.82,2025-06-20
ST-005376,CUST-560170,"I love how this works exactly as promised, but the interface stutters constantly... Hope the next patch sorts it out.",,7.38,2026-03-26
ST-005377,CUST-396101,"Amazing job, Lumen—now my perfomance lags after every tap. Support, can you help?",,4.07,2025-06-08
ST-005378,CUST-759001,"Since yesterday, the battery life dies before lunch. Also, the screen keeps crashing. Please fix this.",battery,10.08,2025-09-28
ST-005379,CUST-706794,"For the price, the box replacement never came. Please fix this.",delivery,10.8,2025-05-19
ST-005380,CUST-907869,"I love how this works exactly as promised, but the box replacement never came. Please fix this.",,6.25,2025-02-26
ST-005381,CUST-285516,"I love how this works exactly as promised, but the installation instructions are confusing. Hope the next patch sorts it out.",,12.54,2025-03-31
ST-005382,CUST-215938,"Sadly, the account login never completes.",,20.29,2026-01-07
ST-005383,CUST-967635,"Not gonna lie, the shipping box was damaged. Hope the next patch sorts it out.",delivery,7.65,2026-01-07
ST-005384,CUST-367355,"Quick update, the installation login never completes. Expected better from Lumen.",,8.81,2025-01-04
ST-005385,CUST-896070,"Quick update, the wifi disconnects at random.",,3.67,2026-03-20
ST-005386,CUST-722883,"For the price, the performance freezes every few minutes. Also, the login onboarding is broken.",,7.8,2026-06-28
ST-005387,CUST-413351,"Quick update, the volume noise cancellation got worse. Also, the login account linking fails.",,7.43,2025-01-16
ST-005388,CUST-390143,"Quick update, the sync refuses to pair. Also, the onboarding instructions are confusing. Hope the next patch sorts it out.",,7.07,2026-02-01
ST-005389,CUST-097427,"Sadly, the setup login never completes. This is getting old.",,3.49,2026-04-13
ST-005390,CUST-493663,"I love how this fits perfectly, but the connection refuses to pair. ugh",,5.26,2025-03-11
ST-005391,CUST-579671,"Sadly, the installation login never completes!! Support, can you help?",,12.25,2026-01-12
ST-005392,CUST-480300,"Three weeks in, the setup account linking fails. Also, the pairing won't sync. Please fix this.",,10.51,2025-01-07
ST-005393,CUST-735658,"Sadly, the case buttons feel cheap. Please fix this.",,27.87,2025-12-04
ST-005394,CUST-260825,"After the latest update, the login onboarding is broken. Would not recommend right now.",,5.42,2026-01-10
ST-005395,CUST-263794,"Quick update, the interface became painfully slow.",,10.82,2025-11-12
ST-005396,CUST-128866,"After the latest update, the account account linking fails. Please fix this.",,11.23,2025-07-17
ST-005397,CUST-911223,"Quick update, the charging barely laasts 3 hours. Support, can you help? #notimpressed",,11.38,2025-08-26
ST-005398,CUST-214252,"I love how this feels premium, but the setup acccount linking fails.",,15.25,2026-02-22
ST-005399,CUST-611978,"Quick update, the package replacement never came...",,6.37,2025-05-04
ST-005400,CUST-925946,"After the latest update, the charge won't hold a charge. This is getting old.",,6.68,2025-05-08
ST-005401,CUST-574465,"Since yeserday, the case fit is uncomfortable.",,8.41,2026-05-09
ST-005402,CUST-325544,"Not gonna lie, the fit screen is hard to read. Hope the next patch sorts it out.",design,4.97,2025-05-25
ST-005403,CUST-118185,"Honestly, the wifi disconnects at random.",,14.42,2025-02-09
ST-005404,CUST-136738,"Three weeks in, the login account linking fails!!",setup,10.12,2025-05-06
ST-005405,CUST-052038,"After the latest update, the replacement wrong item was shipped. Hope the next patch sorts it out.",,4.99,2025-10-16
ST-005406,CUST-819376,"I love how this has excellent sound, but the login account linking fails. Suppot, can you help?",,9.77,2026-06-19
ST-005407,CUST-841847,"Quick update, the login account linking fails.",,7.99,2025-11-03
ST-005408,CUST-146220,"I love how this fits perfectly, but the sound audio cuts out. Expected better from Lumen.",,13.62,2026-03-21
ST-005409,CUST-148333,"After the latest update, the firmware stutters constantly. Also, the case case scratches easily. Hope the next patch sorts it out.",,28.24,2025-11-28
ST-005410,CUST-540112,"Three weeks in, the battery life made my routine easier. Support, can you help?",,20.04,2026-05-18
ST-005411,CUST-728360,"Quick update, the power drain needs charging twice a day.",,43.45,2025-03-11
ST-005412,CUST-308764,"I love how this looks fantastic, but the power drain needs charging twwice a day. Also, the performance freezes every few minutes. Would not recommend right now.",,9.5,2025-08-19
ST-005413,CUST-770906,"Quick update, the wifi drops the connection... Please fix this.",,20.62,2025-08-12
ST-005414,CUST-761837,"Sadly, the replacement replacement never came. Would not recommend right now.",,2.72,2025-01-19
ST-005415,CUST-629507,"After the latest update, the pairing won't sync.",,5.14,2026-05-13
ST-005416,CUST-671621,"Honestly, the performance freezes every few minutes. Support, can you help?",,14.24,2025-05-12
ST-005417,CUST-720488,"Since yesterday, the setup login never completes!! Also, the charging won't hold a charge. Would not recommend right now.",,20.37,2026-05-18
ST-005418,CUST-868041,"Quick update, the connection forgets my device. Hope the next patch sorts it out.",,6.33,2025-10-22
ST-005419,CUST-869303,"I love how this made my routine easier, but the firmware stutters constantly. Also, the sound volume is too low.",,10.45,2025-01-28
ST-005420,CUST-264564,"Quick updaate, the audio volume is too low. Also, the performance stutters constantly.",,4.09,2025-05-08
ST-005421,CUST-967419,Love paying pemium prices so the installation account linking fails. Would not recommend right now.,,10.51,2026-02-13
ST-005422,CUST-916053,"Sadly, the shipping arrived late. Also, the screen freezes every few minutes.",,13.3,2026-06-19
ST-005423,CUST-906490,"Not gonna lie, the battery dies before lunch. Please fix this.",,10.34,2025-11-24
ST-005424,CUST-970342,"After the latest update, the replacement wrong item was shipped.",,3.93,2025-09-24
ST-005425,CUST-519701,"I love how this made my routine easier, but the wifi won't sync!! Hope the next patch sorts it out.",,9.91,2025-10-11
ST-005426,CUST-815891,"Not gonna lie, the replacement package was already open.",,2.82,2025-02-23
ST-005427,CUST-368296,"Not gonna lie, the account onboarding is broken. This is getting old.",,9.96,2025-01-06
ST-005428,CUST-707421,"Three weeks in, the firmware freezes every few minutes. Also, the box package was already open.",,11.73,2025-12-20
ST-005429,CUST-531936,"Since yesterday, the shipping package was already open. Would not recommend right now.",delivery,5.14,2025-10-12
ST-005430,CUST-252602,"For the price, the battery life dies before lunch. Would not recommend right now.",,12.25,2026-01-07
ST-005431,CUST-216908,"Quick update, the setup login never completes. This is getting old.",,7.31,2025-08-13
ST-005432,CUST-875480,"Not gonna lie, the microphone noise cancellation got worse.",,10.99,2025-12-27
ST-005433,CUST-293358,"Quick update, the interface keeps crashing. This is getting old.",,14.64,2025-09-10
ST-005434,CUST-384391,"I love how this made my routine easier, but the battery dies before lunch. Hope the next patch sorts it out.",,14.89,2025-11-13
ST-005435,CUST-065735,"For the price, the login login never completes. Also, the battery life dies before lunch. Support, can you help?",,4.38,2026-04-27
ST-005436,CUST-174546,"Quick update, the login account linking fails. Support, can you help?",,2.86,2026-01-15
ST-005437,CUST-935102,"I love how this made my routine easier, but the power drain barely lasts 2 hours.",battery,4.53,2025-04-10
ST-005438,CUST-140128,"Quick update, the connection forgets my device. Support, can you help?",,8.58,2025-10-10
ST-005439,CUST-331955,"I love how this works exactly as promised, but the performance stutters constantly. Would not recommend right now.",,45.84,2025-05-02
ST-005440,CUST-897990,"Since yesterday, the setup setup loops forver.",,11.07,2025-11-12
ST-005441,CUST-359717,"Sadly, the battery life won't hold a charge. Please fix this. :/",,16.57,2026-05-23
ST-005442,CUST-717030,"Not gonna lie, the bluetooth won't sync. #notimpressed",,3.51,2026-06-30
ST-005443,CUST-568709,"Since yesterday, the battery barely lasts 6 hours. Also, the audio sound crackles.",,2.94,2026-06-26
ST-005444,CUST-412460,"Sadly, the volume volume is too low!! Also, the app lags after every tap. Would not recommend right now.",audio,9.75,2026-04-08
ST-005445,CUST-516483,"Quick update, the performance stutters constantly!!",,6.78,2025-07-29
ST-005446,CUST-895337,"Quick update, the interface became painfully slow. Also, the charging barely lasts 2 hours.",performance,4.97,2025-02-04
ST-005447,CUST-684187,"Quick update, the app freezes every few minutes... Also, the battery life drains while idle. Expected better from Lumen.",,10.06,2025-02-26
ST-005448,CUST-677600,"Not gonna lie, the performance keeps crashing.",,5.09,2025-06-30
ST-005449,CUST-643459,"After the latest update, the sync forgets my device. Hope the next patch sorts it out.",,10.34,2025-05-25
ST-005450,CUST-731730,"I love how this made my routine easier, but the charging barely lasts 2 hours. Support, can you help?",,8.91,2025-06-25
ST-005451,CUST-332496,"Since yesterday, the charge barely lasts 2 hours. Also, the intallation login never completes. This is getting old.",,7.32,2026-04-16
ST-005452,CUST-757451,"Quick update, the buttons hurts after an hour.",,17.09,2025-07-15
ST-005453,CUST-048480,"Honestly, the battery life won't hold a charge. Also, the screen fit is uncomfortable.",,33.61,2026-01-08
ST-005454,CUST-947318,"After the latest update, the screen screen is hard to read. Would not recommend right now.",,6.29,2025-02-15
ST-005455,CUST-156054,"Not gonna lie, the fit case scratches easily. Hope the next patch sorts it out.",,8.37,2026-02-16
ST-005456,CUST-270799,"Not gonna lie, the power drain barely lasts 2 hours. Also, the case screen is hard to read. Would not recommend right now.",,6.82,2025-05-15
ST-005457,CUST-594761,"Honestly, the app became painfully slow. Expected better from Lumen.",,4.87,2025-08-28
ST-005458,CUST-110797,"Since yesterday, the charging drains while idle. Also, the delivery wrong item was shipped.",,12.43,2025-07-23
ST-005459,CUST-647545,"Since yesterday, the audio volume is too low. #notimpressed",,14.66,2026-06-06
ST-005460,CUST-657289,"Honestly, the charging drains while idle. Also, the volume audio cuts out.",,18.02,2026-02-18
ST-005461,CUST-722693,"Three weeks in, the microphone sound crackles. Would not recommend right now.",,8.73,2026-02-28
ST-005462,CUST-485403,"Not gonna lie, the connection forgets my device.",,30.82,2025-04-04
ST-005463,CUST-909846,"For the price, the volume volume is too low.",,8.92,2026-02-20
ST-005464,CUST-856066,"After the latest update, the buttons hurts after an hour. Also, the onboardding instructions are confusing.",,4.51,2026-05-10
ST-005465,CUST-992613,"Sadly, the bluetooth drops the connection!! Please fix this.",,7.59,2026-04-16
ST-005466,CUST-826870,"Honestly, the buttons buttons feel cheap. This is getting old.",,2.44,2025-08-27
ST-005467,CUST-977779,"Quick update, the power drain won't hold a charge.",,24.58,2025-05-18
ST-005468,CUST-570399,"Not goonna lie, the package wrong item was shipped.",,12.98,2025-05-06
ST-005469,CUST-626377,"Since yesterday, the pairing disconnects at random.",,3.89,2026-06-19
ST-005470,CUST-927110,"After the latest update, the bluetooth disconnects at random...",connectivity,13.75,2026-02-16
ST-005471,CUST-735128,Love paying premium prices so the package replacement never came. Please fix this.,,5.91,2025-07-10
ST-005472,CUST-962206,"Since yesterday, the charging needs charging twice a day. Hope the next patch sorts it out.",battery,7.81,2026-06-11
ST-005473,CUST-824323,"Since yesterday, the app became painfully slow. Also, the volume audio cuts out.",,17.75,2025-08-04
ST-005474,CUST-330239,"For the price, the wifi forgets my device.",,24.98,2025-02-28
ST-005475,CUST-934460,"Not gonna lie, the onboarding setup loops forever.",setup,5.64,2026-02-09
ST-005476,CUST-606943,"For the price, the battery life dies before lunch. Hope the next patch sorts it out.",,5.46,2025-12-23
ST-005477,CUST-069523,"After the latest update, the installation onboarding is broken. Also, the case hurts after an hour. Hope the next patch sorts it out.",,52.64,2025-02-26
ST-005478,CUST-578652,"Three weeks in, the setup onboarding is broken. Woould not recommend right now.",,6.8,2026-01-11
ST-005479,CUST-941285,"Sadly, the replacement feels premium. Support, can you help?",,7.41,2026-02-15
ST-005480,CUST-370064,"Since yesterday, the charging won't hold a charge!! Support, can you help?",,12.1,2025-06-26
ST-005481,CUST-488548,"Amazing job, Lumen—now my pairing disconnects at random.",,12.29,2026-04-07
ST-005482,CUST-753119,"Three weeks in, the battery barely lasts 6 hours. Also, the bluetooth drops the connection.",,8.24,2025-05-18
ST-005483,CUST-804255,"For the price, the onboarding instructions are confusing. Expected better from Lumen.",setup,27.47,2026-04-19
